Work_Pressure,Manager_Support,Sleeping_Habit,Exercise_Habit,Job_Satisfaction,Social_Person,Work_Life_Balance,Lives_With_Family,Work_From_Home,Work_From_Hybrid,Work_From_Office,Working_State,Avg_Working_Hours_Per_Day,Stress_Level
4.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,0.3083677964324513,2
1.0,3.0,3.0,2.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,2.94314381270903,-0.6091659395431046,3
2.0,4.0,5.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.036303630363036,0.8244805229187002,2
4.0,2.0,2.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0294599018003274,-0.5518200810446316,4
4.0,2.0,4.0,3.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,3.036303630363036,-0.09305321305685467,2
1.0,3.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.94314381270903,-0.37978250554921567,1
2.0,4.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0584070796460177,0.07898436243856233,4
4.0,1.0,3.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0584070796460177,-1.0105869490324095,3
2.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,2.924193548387097,0.2510219379339783,1
5.0,5.0,2.0,5.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0584070796460177,0.7097888059217563,3
2.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0294599018003274,-0.09305321305685467,1
5.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.94314381270903,0.6524429474232842,1
3.0,3.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,0.3083677964324513,4
2.0,5.0,4.0,4.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0294599018003274,-1.2399703830262985,3
3.0,5.0,3.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,0.2510219379339783,1
2.0,1.0,5.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0584070796460177,2.487510419374395,5
5.0,4.0,3.0,2.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,2.94314381270903,0.07898436243856233,5
3.0,5.0,1.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,2.924193548387097,0.8818263814171733,5
2.0,4.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.8385493735369931,2
1.0,3.0,4.0,3.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,0.19367607943550633,5
5.0,3.0,3.0,5.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,2.94314381270903,-0.26509078855227064,1
3.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.94314381270903,0.4804053719278673,5
5.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0294599018003274,2.315472843878978,5
4.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,2.924193548387097,0.9391722399156452,1
5.0,2.0,3.0,5.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,2.924193548387097,-0.09305321305685467,2
4.0,5.0,5.0,5.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0294599018003274,1.1112098154110612,1
4.0,5.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0584070796460177,-0.6665117980415766,3
3.0,5.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,3.036303630363036,0.4804053719278673,1
2.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0584070796460177,-0.49447422254615964,4
4.0,5.0,5.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.09305321305685467,5
1.0,2.0,2.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,2.924193548387097,0.02163850394009034,3
2.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,-0.37978250554921567,5
1.0,3.0,3.0,5.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0584070796460177,-1.3546621000232426,1
1.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,3.0584070796460177,-0.03570735455838267,3
2.0,4.0,5.0,5.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,3.0584070796460177,-0.09305321305685467,4
5.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,2.924193548387097,-0.49447422254615964,5
5.0,5.0,2.0,1.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,-0.4371283640476876,2
2.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,0.7671346644202283,1
1.0,5.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.924193548387097,-0.8958952320354651,4
2.0,5.0,4.0,4.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,-0.32243664705074365,4
3.0,4.0,5.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,3.036303630363036,1.5126308249003673,3
3.0,3.0,2.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.036303630363036,-0.8385493735369931,2
5.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,-1.9281206850079644,3
5.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0584070796460177,0.2510219379339783,4
2.0,5.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.036303630363036,-1.9281206850079644,3
1.0,4.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.8958952320354651,3
4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.94314381270903,-0.03570735455838267,2
2.0,3.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0584070796460177,-0.20774493005379865,3
4.0,2.0,1.0,5.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0584070796460177,0.5377512304263393,1
5.0,1.0,2.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.924193548387097,-0.9532410905339376,3
5.0,4.0,4.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,-1.1252786660293541,3
1.0,3.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.924193548387097,0.4230595134293953,1
1.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,2.924193548387097,0.4804053719278673,1
3.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,3.036303630363036,-0.5518200810446316,3
4.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0584070796460177,0.2510219379339783,2
5.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0294599018003274,-1.2399703830262985,5
4.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.036303630363036,0.4230595134293953,4
2.0,5.0,5.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,-0.7238576565400486,3
4.0,2.0,2.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.9532410905339376,1
3.0,3.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.49447422254615964,2
1.0,5.0,2.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0584070796460177,-0.7238576565400486,1
5.0,5.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,0.6524429474232842,2
2.0,3.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,2.94314381270903,-0.49447422254615964,2
1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,3.036303630363036,0.3657136549309233,4
2.0,4.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.924193548387097,-0.7812035150385206,2
2.0,2.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.94314381270903,-1.1252786660293541,3
5.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.924193548387097,-1.0105869490324095,5
1.0,5.0,4.0,2.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0584070796460177,-0.20774493005379865,2
3.0,5.0,5.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0294599018003274,-1.1252786660293541,2
5.0,3.0,3.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,2.94314381270903,0.19367607943550633,1
5.0,3.0,4.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,2.924193548387097,0.07898436243856233,2
1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0584070796460177,-0.26509078855227064,4
1.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.924193548387097,1.7993601173927283,1
1.0,4.0,5.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,3.036303630363036,-0.37978250554921567,1
5.0,4.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.94314381270903,-0.7812035150385206,5
4.0,5.0,2.0,2.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,3.036303630363036,-0.03570735455838267,1
2.0,5.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,3.0294599018003274,0.7671346644202283,5
4.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,-0.15039907155532664,3
1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,0.7671346644202283,2
1.0,5.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,3.036303630363036,0.2510219379339783,5
3.0,4.0,2.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0584070796460177,0.3083677964324513,2
2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.94314381270903,-0.8385493735369931,2
4.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.924193548387097,2.487510419374395,4
5.0,4.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.94314381270903,0.8244805229187002,4
1.0,2.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.15039907155532664,1
3.0,3.0,5.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,-1.2399703830262985,2
5.0,2.0,4.0,4.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0294599018003274,2.1434352683835614,5
2.0,4.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0294599018003274,1.1112098154110612,4
3.0,1.0,5.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0584070796460177,-1.2973162415247705,5
4.0,4.0,4.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,2.924193548387097,-0.6091659395431046,2
1.0,2.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,0.9965180984141172,3
2.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.924193548387097,0.7097888059217563,2
3.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,3.036303630363036,-0.7238576565400486,2
2.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0294599018003274,0.07898436243856233,1
3.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0294599018003274,-1.5840455340171316,5
3.0,5.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.036303630363036,0.7097888059217563,4
4.0,5.0,2.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0584070796460177,-2.55892512849116,4
4.0,4.0,2.0,5.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,-1.182624524527826,2
5.0,2.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0584070796460177,0.2510219379339783,1
4.0,1.0,2.0,4.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,3.036303630363036,-0.7812035150385206,5
4.0,5.0,3.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.036303630363036,-0.7812035150385206,2
1.0,2.0,5.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,1.5126308249003673,1
1.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0584070796460177,-0.8958952320354651,2
4.0,5.0,3.0,5.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,0.3657136549309233,4
3.0,1.0,4.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0584070796460177,0.7671346644202283,4
5.0,5.0,3.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.26509078855227064,1
5.0,2.0,1.0,5.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,0.07898436243856233,3
5.0,1.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,2.924193548387097,0.1363302209370343,3
5.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.7812035150385206,2
5.0,5.0,3.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.15039907155532664,2
2.0,3.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,0.9391722399156452,3
1.0,2.0,4.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,3.036303630363036,-0.5518200810446316,2
4.0,1.0,2.0,4.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,2.94314381270903,0.02163850394009034,4
3.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,0.1363302209370343,4
5.0,1.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0294599018003274,1.2832473909064783,5
2.0,3.0,1.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,-1.3546621000232426,1
3.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,1.3979391079034222,3
4.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0294599018003274,2.258126985380505,4
2.0,3.0,5.0,3.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0584070796460177,0.6524429474232842,3
2.0,4.0,2.0,5.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,2.94314381270903,-0.7238576565400486,3
3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,3.036303630363036,2.487510419374395,5
4.0,5.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0584070796460177,0.5950970889248123,3
2.0,3.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0584070796460177,-0.5518200810446316,5
5.0,4.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0584070796460177,1.0538639569125892,5
2.0,1.0,4.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0584070796460177,0.3657136549309233,3
5.0,3.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0584070796460177,-0.20774493005379865,1
1.0,1.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0584070796460177,0.19367607943550633,4
4.0,1.0,5.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,2.924193548387097,0.4804053719278673,5
2.0,4.0,5.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,3.036303630363036,-0.49447422254615964,3
5.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,1.1685556739095342,5
3.0,5.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,3.036303630363036,0.4230595134293953,5
3.0,3.0,4.0,4.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.4371283640476876,5
4.0,4.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0584070796460177,0.9965180984141172,4
3.0,5.0,4.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0294599018003274,-0.20774493005379865,2
5.0,1.0,2.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0584070796460177,-1.1252786660293541,2
4.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0584070796460177,1.9140518343896722,1
3.0,5.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.924193548387097,0.7097888059217563,2
1.0,1.0,5.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.924193548387097,-0.49447422254615964,2
4.0,1.0,4.0,3.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,2.94314381270903,-0.8958952320354651,5
2.0,3.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0584070796460177,-0.9532410905339376,1
4.0,5.0,5.0,5.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,2.94314381270903,0.3657136549309233,5
1.0,5.0,3.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.036303630363036,1.1685556739095342,5
2.0,1.0,4.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0584070796460177,-1.0679328075308816,4
3.0,2.0,5.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0294599018003274,0.07898436243856233,2
3.0,5.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,2.924193548387097,-0.6091659395431046,5
4.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.94314381270903,-0.5518200810446316,2
2.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0294599018003274,-1.2973162415247705,1
1.0,5.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.924193548387097,0.8818263814171733,1
4.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0584070796460177,1.0538639569125892,4
4.0,5.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0294599018003274,-1.3546621000232426,2
1.0,1.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,3.036303630363036,1.2259015324080063,3
3.0,4.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,3.036303630363036,0.4804053719278673,2
5.0,5.0,3.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.924193548387097,-0.37978250554921567,5
2.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.94314381270903,0.19367607943550633,5
5.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0294599018003274,0.9391722399156452,5
1.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.924193548387097,-0.49447422254615964,4
1.0,3.0,1.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0584070796460177,0.3083677964324513,2
4.0,2.0,3.0,4.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0584070796460177,0.4230595134293953,5
3.0,4.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.94314381270903,0.19367607943550633,3
2.0,3.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,2.94314381270903,0.4230595134293953,3
5.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,2.94314381270903,0.4804053719278673,1
2.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0294599018003274,-0.8958952320354651,1
1.0,5.0,4.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.94314381270903,-1.3546621000232426,2
2.0,1.0,2.0,3.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,2.924193548387097,1.3979391079034222,5
2.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.94314381270903,2.487510419374395,3
4.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.94314381270903,0.3083677964324513,3
3.0,4.0,3.0,2.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,2.924193548387097,-0.8958952320354651,3
5.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,2.924193548387097,-0.6665117980415766,5
4.0,3.0,2.0,5.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0584070796460177,-0.15039907155532664,2
4.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.94314381270903,-0.32243664705074365,3
4.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.94314381270903,0.5950970889248123,3
1.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.94314381270903,-1.4120079585217151,1
2.0,1.0,2.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,2.924193548387097,-0.03570735455838267,5
2.0,1.0,1.0,3.0,4.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0294599018003274,-0.49447422254615964,1
5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.924193548387097,-0.32243664705074365,4
4.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0294599018003274,-0.5518200810446316,3
1.0,3.0,2.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0584070796460177,-1.6987372510140761,1
5.0,4.0,3.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.37978250554921567,3
4.0,3.0,4.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,2.924193548387097,0.8818263814171733,2
3.0,5.0,4.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,2.487510419374395,3
2.0,3.0,3.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,-0.6665117980415766,5
2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.94314381270903,-0.03570735455838267,2
1.0,2.0,1.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0294599018003274,0.07898436243856233,2
5.0,5.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,3.036303630363036,0.9965180984141172,4
1.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0584070796460177,0.4230595134293953,1
2.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0294599018003274,-0.09305321305685467,4
3.0,1.0,5.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.32243664705074365,1
4.0,3.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0584070796460177,-1.469353817020187,5
4.0,5.0,5.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,2.94314381270903,2.487510419374395,4
3.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.036303630363036,0.7671346644202283,1
5.0,3.0,4.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,3.036303630363036,-1.1252786660293541,2
4.0,3.0,2.0,3.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,2.94314381270903,-0.37978250554921567,2
2.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.924193548387097,-0.5518200810446316,3
4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.924193548387097,0.6524429474232842,1
1.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,2.94314381270903,-1.0679328075308816,2
1.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.94314381270903,-0.6091659395431046,2
1.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.94314381270903,-0.15039907155532664,4
5.0,1.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.924193548387097,-0.7812035150385206,1
4.0,2.0,4.0,3.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0294599018003274,-1.4120079585217151,5
1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0294599018003274,-0.37978250554921567,5
2.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.94314381270903,-0.4371283640476876,4
3.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0294599018003274,-1.756083109512548,3
1.0,5.0,2.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,3.036303630363036,-0.15039907155532664,4
1.0,2.0,3.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.94314381270903,0.2510219379339783,5
1.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0294599018003274,0.5377512304263393,1
1.0,5.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,2.94314381270903,0.2510219379339783,5
5.0,2.0,4.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.94314381270903,0.3657136549309233,1
3.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.94314381270903,2.487510419374395,5
1.0,1.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0294599018003274,-1.6987372510140761,2
1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.924193548387097,0.8244805229187002,3
4.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.036303630363036,-1.3546621000232426,4
5.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0584070796460177,0.7671346644202283,2
1.0,5.0,5.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0584070796460177,-0.15039907155532664,3
3.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.036303630363036,0.4230595134293953,4
4.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,3.036303630363036,-0.6091659395431046,1
1.0,5.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,2.924193548387097,-0.32243664705074365,1
4.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0584070796460177,0.5377512304263393,5
